1046	1042
284	45
1142	1058
1046	102
903	248
1058	668
1209	1206
1088	13
873	104
290	826
451	234
1064	156
544	950
1312	1188
485	364
137	721
316	436
1016	808
45	284
1215	1283
826	248
1229	6
199	781
1213	138
297	816
104	873
317	471
516	854
746	413
1202	37
847	261
36	320
635	637
942	13
1206	1209
155	759
373	371
102	100
668	1070
413	746
1186	1188
1230	1166
40	134
279	44
185	1028
213	227
318	847
1222	1226
141	140
1166	1230
121	528
847	318
413	1203
1070	1058
409	138
102	1042
1042	102
333	362
140	141
1203	413
365	369
640	790
148	1231
134	409
1028	185
711	185
71	673
371	373
40	1213
888	547
138	409
157	422
256	544
393	434
91	4
13	942
678	255
6	1229
679	681
759	155
902	903
361	1222
1158	1045
125	1211
33	963
33	1201
528	121
137	410
4	91
721	137
151	863
1070	1142
1103	1048
1201	33
795	184
361	56
330	261
404	845
807	878
362	0
474	415
1154	293
1229	479
1058	1070
248	826
350	108
963	33
1042	1046
668	1058
102	1046
261	847
1104	1103
447	681
195	856
350	794
422	1292
808	1016
1064	942
1159	1158
1229	170
673	71
1146	108
593	1076
794	108
662	800
1158	1159
170	1229
415	294
475	1154
227	213
255	678
434	393
681	679
1259	479
679	450
781	199
1262	84
469	942
182	1166
790	640
1167	5
1009	1008
856	195
290	903
232	230
858	857
185	54
261	330
1188	1312
863	1210
104	1158
56	361
444	268
942	1064
1048	1103
1105	1100
701	1166
1008	1009
248	903
1166	701
857	858
1199	1217
108	1146
138	134
362	333
363	362
173	9
1210	863
1222	361
1166	182
43	1211
13	1088
1188	1186
1197	1219
1045	1158
878	807
903	290
800	662
869	115
794	350
44	279
362	363
40	138
845	404
134	1213
479	1259
826	345
1076	593
100	1046
292	795
826	290
1321	760
1213	409
138	1213
333	0
760	1321
108	794
1107	800
137	720
1283	1215
1070	668
1104	1048
854	516
1154	475
1213	134
54	185
544	256
1219	1197
0	333
720	137
1058	1142
0	168
415	474
450	679
318	261
950	544
1217	1199
1103	1104
5	1167
1142	668
157	1292
134	40
261	318
100	102
795	1143
84	1262
1143	795
138	40
668	1142
436	316
108	350
9	173
37	1202
942	469
156	1064
409	134
863	151
294	415
972	961
1142	1070
0	362
295	304
1292	157
547	888
637	635
1226	1222
230	232
479	1229
345	826
1292	422
50	103
168	0
293	1154
609	655
364	485
268	444
1226	56
142	140
409	1213
800	1107
56	1226
369	365
918	1081
1158	104
1211	43
410	137
1213	40
34	33
40	409
103	50
655	609
320	36
816	297
185	711
422	157
140	142
1211	125
961	972
33	34
184	795
234	451
240	912
912	240
115	869
903	902
1046	100
1048	1104
1081	918
1100	1105
134	138
681	447
795	292
304	295
409	40
471	317
1231	148
