160	1004
829	345
506	100
1184	164
1129	228
1097	1099
565	1089
182	1208
990	973
1009	986
517	1198
12	1291
48	719
299	301
63	61
73	483
518	196
661	653
272	320
1022	552
796	963
580	27
175	1290
1082	1177
41	1210
307	277
466	679
1028	711
1001	694
728	1093
211	983
890	863
564	1107
335	115
1150	822
366	368
494	1042
1265	251
508	43
666	71
374	79
186	1160
212	166
493	36
771	538
1282	196
1112	422
1318	527
372	240
499	1098
689	850
8	1275
1162	1033
954	1004
1038	100
251	215
402	527
324	1102
835	1089
703	375
1067	1066
831	1055
1305	974
1122	1118
150	842
1014	767
546	433
51	719
1067	1187
1114	1119
815	1231
897	892
943	105
457	440
721	141
312	467
1040	797
323	625
1264	1179
121	527
76	110
609	610
400	436
663	666
101	1042
728	795
792	1225
471	761
1031	195
655	1256
834	404
162	420
790	626
1226	370
1047	1042
964	141
1071	1170
313	854
719	44
1082	1036
356	141
486	516
345	248
684	846
471	473
654	1232
917	968
451	680
383	625
1003	1156
666	1242
117	920
1258	479
1125	1118
645	630
88	75
181	266
1057	611
585	881
1052	1170
24	1222
547	1263
246	1006
167	633
42	44
924	575
1062	1183
265	610
664	1030
445	1251
949	1013
814	151
588	891
1190	1225
744	235
990	642
596	1011
1105	1037
191	962
311	1027
777	534
1009	920
1076	830
1121	981
1206	1205
1136	323
364	889
305	431
664	104
387	1287
1227	855
30	46
915	360
463	608
7	328
1183	668
1274	823
955	697
91	363
1016	118
587	1024
268	404
433	737
532	679
98	1161
360	981
1212	294
471	296
823	784
904	443
605	970
737	1089
585	583
754	275
159	969
720	133
366	953
1084	675
1009	910
426	675
622	321
165	1308
381	932
997	118
568	1024
1196	1230
1088	156
639	675
886	695
1291	1275
1296	450
1	158
1190	1228
471	1212
112	1050
582	899
1114	680
137	140
368	747
1290	348
987	984
939	1322
939	1093
61	266
746	140
497	1242
585	717
202	799
147	863
345	290
727	392
878	524
937	610
1311	183
159	694
173	363
616	1198
1312	227
1129	371
824	818
909	1042
724	322
459	1107
437	414
25	1260
499	505
1315	948
98	81
438	266
83	712
1120	34
309	795
44	46
1243	370
1263	348
74	483
1244	106
995	39
1183	1142
372	671
88	912
816	302
464	525
532	1297
519	195
768	527
1141	623
246	976
383	536
855	266
982	981
445	776
331	525
940	984
1252	1250
728	310
557	608
200	865
514	912
748	1079
944	725
1071	1058
1011	635
607	694
1169	434
810	910
1257	1221
500	195
277	266
954	365
148	301
178	818
762	689
1210	965
790	442
936	353
1193	912
